id,2015-01-01,2015-01-17,2015-02-02,2015-02-18,2015-03-06,2015-03-22,2015-04-07,2015-04-23,2015-05-09,2015-05-25,2015-06-10,2015-06-26,2015-07-12,2015-07-28,2015-08-13,2015-08-29,2015-09-14,2015-09-30,2015-10-16,2015-11-01,2015-11-17,2015-12-03,2015-12-19,2016-01-01,2016-01-17,2016-02-02,2016-02-18,2016-03-05,2016-03-21,2016-04-06,2016-04-22,2016-05-08,2016-05-24,2016-06-09,2016-06-25,2016-07-11,2016-07-27,2016-08-12,2016-08-28,2016-09-13,2016-09-29,2016-10-15,2016-10-31,2016-11-16,2016-12-02,2016-12-18,2017-01-01,2017-01-17,2017-02-02,2017-02-18,2017-03-06,2017-03-22,2017-04-07,2017-04-23,2017-05-09,2017-05-25,2017-06-10,2017-06-26,2017-07-12,2017-07-28,2017-08-13,2017-08-29,2017-09-14,2017-09-30,2017-10-16,2017-11-01,2017-11-17,2017-12-03,2017-12-19,2018-01-01,2018-01-17,2018-02-02,2018-02-18,2018-03-06,2018-03-22,2018-04-07,2018-04-23,2018-05-09,2018-05-25,2018-06-10,2018-06-26,2018-07-12,2018-07-28,2018-08-13,2018-08-29,2018-09-14,2018-09-30,2018-10-16,2018-11-01,2018-11-17,2018-12-03,2018-12-19,2019-01-01,2019-01-17,2019-02-02,2019-02-18,2019-03-06,2019-03-22,2019-04-07,2019-04-23,2019-05-09,2019-05-25,2019-06-10,2019-06-26,2019-07-12,2019-07-28,2019-08-13,2019-08-29,2019-09-14,2019-09-30,2019-10-16,2019-11-01,2019-11-17,2019-12-03,2019-12-19,2020-01-01,2020-01-17,2020-02-02,2020-02-18,2020-03-05,2020-03-21,2020-04-06,2020-04-22,2020-05-08,2020-05-24,2020-06-09,2020-06-25,2020-07-11,2020-07-27,2020-08-12,2020-08-28,2020-09-13,2020-09-29,2020-10-15,2020-10-31,2020-11-16,2020-12-02,2020-12-18,2021-01-01,2021-01-17,2021-02-02,2021-02-18,2021-03-06,2021-03-22,2021-04-07,2021-04-23,2021-05-09,2021-05-25,2021-06-10,2021-06-26,2021-07-12,2021-07-28,2021-08-13,2021-08-29,2021-09-14,2021-09-30,2021-10-16,2021-11-01,2021-11-17,2021-12-03,2021-12-19,2022-01-01,2022-01-17,2022-02-02,2022-02-18,2022-03-06,2022-03-22,2022-04-07,2022-04-23,2022-05-09,2022-05-25,2022-06-10,2022-06-26,2022-07-12,2022-07-28,2022-08-13,2022-08-29,2022-09-14,2022-09-30,2022-10-16,2022-11-01,2022-11-17,2022-12-03,2022-12-19,2023-01-01,2023-01-17,2023-02-02,2023-02-18,2023-03-06,2023-03-22,2023-04-07,2023-04-23,2023-05-09,2023-05-25,2023-06-10,2023-06-26,2023-07-12,2023-07-28,2023-08-13,2023-08-29,2023-09-14,2023-09-30,2023-10-16,2023-11-01,2023-11-17,2023-12-03,2023-12-19,2024-01-01,2024-01-17,2024-02-02,2024-02-18,2024-03-05,2024-03-21,2024-04-06,2024-04-22,2024-05-08,2024-05-24,2024-06-09,2024-06-25,2024-07-11,2024-07-27,2024-08-12,2024-08-28
102,0.4,0.37,0.36,0.33,0.32,0.32,0.29,0.33,0.33,0.33,0.33,0.36,0.39,0.56,0.7,0.55,0.73,0.7,0.8,0.76,0.68,0.58,0.52,0.51,0.43,0.38,0.35,0.36,0.33,0.32,0.31,0.35,0.37,0.33,0.38,0.4,0.48,0.54,0.59,0.69,0.79,0.71,0.6,0.47,0.45,0.39,0.37,0.36,0.36,0.33,0.33,0.33,0.31,0.33,0.33,0.35,0.36,0.4,0.48,0.59,0.72,0.69,0.71,0.72,0.6,0.51,0.42,0.38,0.34,0.36,0.32,0.34,0.35,0.31,0.29,0.31,0.33,0.32,0.29,0.31,0.28,0.44,0.51,0.61,0.51,0.68,0.72,0.75,0.66,0.55,0.47,0.43,0.38,0.37,0.36,0.32,0.32,0.34,0.33,0.32,0.34,0.37,0.37,0.35,0.36,0.38,0.44,0.56,0.75,0.73,0.69,0.68,0.56,0.5,0.45,0.34,0.33,0.33,0.32,0.32,0.32,0.32,0.34,0.34,0.32,0.28,0.37,0.53,0.65,0.74,0.8,0.81,0.78,0.77,0.66,0.58,0.57,0.49,0.45,0.4,0.38,0.36,0.33,0.34,0.35,0.35,0.37,0.35,0.42,0.52,0.49,0.62,0.52,0.66,0.72,0.76,0.73,0.65,0.53,0.54,0.52,0.46,0.4,0.37,0.34,0.32,0.32,0.32,0.33,0.35,0.37,0.49,0.55,0.62,0.66,0.76,0.57,0.79,0.75,0.68,0.68,0.65,0.58,0.54,0.44,0.43,0.34,0.38,0.35,0.35,0.36,0.36,0.36,0.4,0.3,0.37,0.57,0.62,0.77,0.7,0.8,0.75,0.68,0.69,0.58,0.45,0.44,0.41,0.39,0.39,0.33,0.34,0.33,0.35,0.36,0.34,0.38,0.34,0.47,0.57,0.51,0.67,0.74
103,0.41,0.39,0.38,0.35,0.33,0.34,0.3,0.34,0.35,0.31,0.33,0.35,0.39,0.46,0.7,0.52,0.74,0.7,0.79,0.71,0.63,0.52,0.47,0.48,0.42,0.39,0.36,0.36,0.34,0.33,0.3,0.37,0.37,0.34,0.39,0.4,0.49,0.53,0.61,0.7,0.78,0.69,0.63,0.51,0.48,0.44,0.42,0.4,0.38,0.37,0.35,0.35,0.33,0.35,0.35,0.38,0.37,0.41,0.52,0.57,0.74,0.76,0.74,0.74,0.62,0.55,0.5,0.45,0.41,0.42,0.37,0.37,0.38,0.33,0.32,0.36,0.36,0.35,0.3,0.34,0.27,0.54,0.58,0.63,0.51,0.64,0.72,0.71,0.67,0.59,0.52,0.5,0.45,0.43,0.41,0.36,0.35,0.35,0.34,0.34,0.37,0.39,0.37,0.35,0.39,0.43,0.47,0.57,0.73,0.72,0.69,0.63,0.61,0.54,0.48,0.4,0.39,0.37,0.34,0.34,0.34,0.34,0.37,0.37,0.34,0.21,0.39,0.48,0.64,0.7,0.78,0.77,0.79,0.75,0.67,0.58,0.59,0.55,0.52,0.44,0.41,0.38,0.35,0.36,0.36,0.36,0.37,0.37,0.43,0.51,0.48,0.58,0.64,0.75,0.73,0.78,0.69,0.69,0.63,0.58,0.54,0.51,0.48,0.41,0.38,0.35,0.34,0.33,0.35,0.36,0.39,0.64,0.53,0.66,0.61,0.52,0.6,0.79,0.75,0.68,0.71,0.63,0.6,0.55,0.51,0.5,0.37,0.41,0.38,0.38,0.36,0.4,0.37,0.42,0.35,0.39,0.55,0.49,0.71,0.6,0.81,0.76,0.66,0.67,0.62,0.55,0.53,0.5,0.45,0.43,0.36,0.37,0.35,0.39,0.39,0.36,0.41,0.36,0.44,0.66,0.7,0.75,0.72
104,0.44,0.45,0.43,0.36,0.35,0.32,0.28,0.33,0.37,0.38,0.32,0.38,0.43,0.34,0.51,0.46,0.55,0.55,0.62,0.61,0.56,0.54,0.52,0.55,0.48,0.46,0.4,0.42,0.37,0.36,0.34,0.34,0.33,0.31,0.43,0.41,0.43,0.42,0.57,0.53,0.6,0.57,0.55,0.54,0.54,0.35,0.51,0.48,0.42,0.41,0.39,0.37,0.33,0.36,0.3,0.39,0.39,0.45,0.41,0.5,0.46,0.54,0.53,0.58,0.54,0.47,0.53,0.5,0.45,0.48,0.44,0.43,0.43,0.36,0.32,0.33,0.35,0.34,0.28,0.33,0.4,0.47,0.39,0.55,0.43,0.51,0.56,0.56,0.56,0.55,0.53,0.48,0.48,0.49,0.47,0.38,0.39,0.38,0.37,0.35,0.39,0.38,0.4,0.43,0.43,0.49,0.5,0.57,0.51,0.56,0.55,0.55,0.56,0.54,0.52,0.43,0.44,0.43,0.4,0.36,0.37,0.33,0.35,0.35,0.35,0.3,0.4,0.5,0.41,0.44,0.48,0.6,0.6,0.62,0.58,0.55,0.57,0.52,0.53,0.47,0.46,0.4,0.39,0.35,0.36,0.36,0.34,0.36,0.44,0.51,0.46,0.43,0.48,0.57,0.56,0.61,0.56,0.58,0.54,0.52,0.55,0.51,0.49,0.44,0.4,0.38,0.36,0.34,0.36,0.35,0.45,0.4,0.43,0.48,0.45,0.45,0.51,0.61,0.56,0.54,0.59,0.57,0.56,0.52,0.5,0.53,0.41,0.42,0.41,0.36,0.39,0.39,0.36,0.41,0.48,0.43,0.47,0.44,0.56,0.59,0.61,0.56,0.58,0.58,0.57,0.54,0.54,0.53,0.44,0.46,0.39,0.41,0.36,0.37,0.35,0.39,0.41,0.33,0.44,0.49,0.41,0.49,0.58
105,0.2,0.21,0.21,0.2,0.19,0.19,0.16,0.18,0.18,0.19,0.17,0.18,0.18,0.17,0.18,0.19,0.17,0.2,0.19,0.21,0.21,0.21,0.22,0.23,0.22,0.21,0.2,0.21,0.2,0.2,0.18,0.19,0.18,0.18,0.18,0.21,0.23,0.24,0.23,0.21,0.2,0.2,0.19,0.22,0.22,0.21,0.23,0.23,0.21,0.21,0.2,0.2,0.19,0.2,0.17,0.19,0.2,0.19,0.19,0.18,0.2,0.21,0.19,0.2,0.19,0.19,0.18,0.19,0.17,0.19,0.19,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.15,0.14,0.18,0.19,0.18,0.18,0.17,0.18,0.17,0.19,0.2,0.22,0.2,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.18,0.16,0.17,0.2,0.19,0.19,0.2,0.21,0.21,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.15,0.14,0.16,0.17,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.2,0.21,0.21,0.2,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.18,0.21,0.25,0.25,0.22,0.21,0.2,0.2,0.21,0.2,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.19,0.21,0.29,0.29,0.22,0.2,0.22,0.22,0.21,0.22,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.16,0.2,0.28,0.32,0.31,0.26,0.22,0.21,0.21,0.21,0.21,0.2,0.17,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.19,0.15,0.18,0.18,0.26,0.29,0.27
106,0.21,0.21,0.23,0.19,0.2,0.2,0.2,0.19,0.19,0.2,0.17,0.18,0.19,0.19,0.22,0.26,0.32,0.29,0.27,0.26,0.26,0.23,0.23,0.25,0.24,0.22,0.21,0.22,0.21,0.2,0.19,0.2,0.19,0.18,0.19,0.25,0.3,0.32,0.33,0.32,0.29,0.25,0.25,0.24,0.24,0.22,0.23,0.23,0.23,0.22,0.22,0.21,0.2,0.2,0.18,0.19,0.21,0.19,0.2,0.2,0.23,0.23,0.2,0.2,0.2,0.19,0.2,0.19,0.16,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.18,0.17,0.15,0.19,0.22,0.22,0.24,0.27,0.25,0.2,0.22,0.22,0.23,0.21,0.22,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.19,0.19,0.19,0.17,0.2,0.19,0.21,0.2,0.23,0.23,0.22,0.22,0.23,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.18,0.23,0.22,0.28,0.3,0.27,0.25,0.23,0.23,0.22,0.23,0.23,0.21,0.22,0.21,0.19,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.21,0.24,0.32,0.35,0.31,0.29,0.24,0.25,0.25,0.23,0.22,0.23,0.23,0.22,0.21,0.21,0.21,0.2,0.2,0.21,0.19,0.19,0.19,0.2,0.26,0.28,0.44,0.4,0.32,0.26,0.27,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.21,0.2,0.2,0.19,0.21,0.2,0.31,0.43,0.38,0.41,0.34,0.28,0.24,0.24,0.23,0.23,0.24,0.18,0.22,0.22,0.22,0.19,0.2,0.2,0.19,0.2,0.17,0.19,0.26,0.28,0.33,0.29
107,0.26,0.27,0.28,0.26,0.24,0.24,0.23,0.23,0.21,0.22,0.19,0.2,0.23,0.2,0.25,0.25,0.24,0.25,0.29,0.29,0.3,0.31,0.3,0.31,0.28,0.3,0.27,0.28,0.27,0.25,0.23,0.23,0.21,0.21,0.21,0.27,0.26,0.3,0.35,0.31,0.29,0.29,0.3,0.29,0.32,0.29,0.3,0.3,0.29,0.28,0.28,0.26,0.24,0.25,0.22,0.23,0.23,0.24,0.25,0.24,0.28,0.3,0.26,0.28,0.28,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.27,0.25,0.24,0.23,0.23,0.22,0.19,0.18,0.17,0.26,0.27,0.28,0.28,0.28,0.28,0.24,0.28,0.3,0.31,0.31,0.28,0.29,0.28,0.29,0.27,0.27,0.27,0.25,0.25,0.22,0.22,0.19,0.21,0.24,0.24,0.24,0.28,0.29,0.31,0.31,0.32,0.33,0.31,0.3,0.28,0.29,0.27,0.27,0.26,0.24,0.24,0.22,0.23,0.19,0.19,0.2,0.28,0.29,0.28,0.29,0.33,0.29,0.29,0.3,0.31,0.32,0.32,0.31,0.31,0.27,0.28,0.26,0.25,0.25,0.23,0.21,0.22,0.25,0.23,0.29,0.31,0.35,0.31,0.33,0.29,0.29,0.3,0.29,0.3,0.3,0.29,0.29,0.27,0.26,0.25,0.23,0.23,0.22,0.21,0.25,0.26,0.25,0.29,0.27,0.34,0.31,0.3,0.3,0.32,0.31,0.33,0.33,0.32,0.33,0.32,0.29,0.3,0.28,0.28,0.27,0.26,0.24,0.17,0.26,0.21,0.28,0.32,0.34,0.38,0.33,0.33,0.29,0.3,0.28,0.3,0.31,0.22,0.29,0.29,0.27,0.25,0.24,0.24,0.22,0.22,0.17,0.21,0.27,0.32,0.36,0.37
108,0.22,0.25,0.25,0.22,0.21,0.2,0.19,0.19,0.19,0.2,0.18,0.19,0.2,0.23,0.26,0.26,0.23,0.27,0.31,0.35,0.36,0.33,0.36,0.38,0.34,0.32,0.29,0.3,0.27,0.27,0.22,0.24,0.22,0.21,0.21,0.24,0.3,0.33,0.39,0.31,0.32,0.35,0.38,0.36,0.4,0.38,0.37,0.36,0.32,0.31,0.29,0.26,0.25,0.26,0.21,0.23,0.22,0.24,0.25,0.24,0.26,0.26,0.25,0.25,0.24,0.25,0.25,0.22,0.22,0.24,0.23,0.24,0.24,0.22,0.2,0.21,0.21,0.2,0.19,0.18,0.19,0.21,0.23,0.23,0.24,0.23,0.25,0.27,0.33,0.36,0.36,0.36,0.33,0.34,0.32,0.29,0.27,0.28,0.26,0.24,0.24,0.22,0.22,0.19,0.2,0.22,0.23,0.27,0.19,0.22,0.27,0.32,0.35,0.35,0.32,0.3,0.29,0.29,0.25,0.24,0.24,0.23,0.23,0.21,0.19,0.16,0.18,0.21,0.26,0.26,0.28,0.19,0.22,0.23,0.34,0.37,0.38,0.38,0.39,0.36,0.35,0.3,0.28,0.27,0.26,0.25,0.23,0.23,0.21,0.23,0.23,0.28,0.39,0.36,0.36,0.35,0.33,0.31,0.31,0.29,0.31,0.31,0.29,0.28,0.25,0.24,0.23,0.21,0.21,0.21,0.21,0.25,0.2,0.21,0.25,0.24,0.21,0.19,0.15,0.26,0.36,0.35,0.39,0.38,0.39,0.39,0.34,0.31,0.31,0.3,0.28,0.26,0.24,0.23,0.21,0.25,0.22,0.33,0.42,0.37,0.33,0.29,0.33,0.3,0.31,0.3,0.3,0.3,0.23,0.26,0.25,0.24,0.21,0.2,0.22,0.21,0.21,0.19,0.2,0.24,0.24,0.29,0.27
109,0.16,0.17,0.18,0.17,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.17,0.31,0.43,0.44,0.48,0.44,0.32,0.24,0.2,0.2,0.2,0.2,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.26,0.34,0.4,0.46,0.34,0.24,0.21,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.22,0.21,0.19,0.22,0.29,0.24,0.2,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.16,0.17,0.22,0.2,0.35,0.45,0.39,0.22,0.21,0.2,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.18,0.3,0.24,0.24,0.23,0.22,0.2,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.15,0.22,0.38,0.31,0.4,0.42,0.33,0.29,0.23,0.22,0.21,0.2,0.2,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.19,0.33,0.42,0.35,0.31,0.24,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.16,0.16,0.17,0.23,0.35,0.48,0.47,0.3,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.18,0.27,0.39,0.3,0.31,0.26,0.2,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.21,0.25,0.34,0.27
110,0.13,0.15,0.16,0.16,0.13,0.14,0.14,0.14,0.14,0.16,0.14,0.15,0.15,0.15,0.21,0.21,0.21,0.17,0.19,0.15,0.16,0.14,0.16,0.16,0.16,0.14,0.15,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.19,0.19,0.22,0.21,0.18,0.17,0.14,0.14,0.18,0.18,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.17,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.15,0.14,0.15,0.16,0.16,0.14,0.15,0.18,0.17,0.13,0.16,0.16,0.16,0.16,0.13,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.16,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.16,0.14,0.13,0.13,0.15,0.15,0.16,0.15,0.16,0.16,0.14,0.13,0.14,0.16,0.17,0.18,0.21,0.16,0.16,0.13,0.14,0.15,0.18,0.17,0.19,0.17,0.18,0.15,0.16,0.18,0.17,0.17,0.17,0.17,0.16,0.18,0.17,0.17,0.24,0.24,0.24,0.2,0.17,0.18,0.16,0.17,0.15,0.16,0.13,0.16,0.15,0.16,0.16,0.15,0.17,0.16,0.16,0.18,0.15,0.16,0.17,0.17,0.19,0.18,0.14,0.12,0.15,0.16,0.18,0.17,0.18,0.18,0.16,0.17,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.17,0.15,0.23,0.24,0.23,0.21,0.19,0.18,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.16,0.15,0.16,0.15,0.17,0.16,0.16,0.14,0.16,0.16,0.16,0.17,0.17
111,0.23,0.26,0.28,0.27,0.24,0.24,0.22,0.22,0.22,0.24,0.22,0.22,0.25,0.25,0.3,0.3,0.3,0.28,0.33,0.3,0.31,0.31,0.32,0.32,0.31,0.28,0.27,0.28,0.27,0.26,0.25,0.26,0.24,0.24,0.24,0.25,0.28,0.28,0.32,0.32,0.29,0.3,0.3,0.3,0.33,0.33,0.32,0.32,0.27,0.29,0.28,0.27,0.25,0.25,0.23,0.25,0.24,0.24,0.25,0.25,0.24,0.27,0.28,0.27,0.27,0.27,0.27,0.26,0.25,0.27,0.25,0.26,0.26,0.25,0.22,0.23,0.24,0.24,0.22,0.22,0.21,0.23,0.25,0.26,0.26,0.26,0.27,0.25,0.26,0.3,0.3,0.3,0.28,0.28,0.27,0.26,0.24,0.26,0.26,0.25,0.24,0.23,0.23,0.21,0.22,0.23,0.23,0.27,0.27,0.27,0.26,0.28,0.3,0.29,0.28,0.26,0.26,0.27,0.24,0.24,0.25,0.23,0.23,0.22,0.2,0.17,0.19,0.24,0.26,0.25,0.31,0.27,0.25,0.23,0.27,0.3,0.31,0.31,0.32,0.31,0.3,0.27,0.26,0.26,0.25,0.25,0.23,0.22,0.22,0.24,0.23,0.26,0.32,0.38,0.34,0.32,0.29,0.3,0.29,0.27,0.28,0.28,0.26,0.26,0.25,0.24,0.23,0.22,0.23,0.22,0.22,0.2,0.21,0.23,0.27,0.25,0.25,0.26,0.23,0.22,0.29,0.29,0.33,0.35,0.34,0.34,0.3,0.29,0.31,0.29,0.28,0.27,0.25,0.23,0.22,0.26,0.24,0.31,0.35,0.32,0.31,0.27,0.28,0.26,0.25,0.25,0.25,0.25,0.23,0.24,0.23,0.23,0.22,0.21,0.21,0.21,0.22,0.19,0.21,0.23,0.23,0.23,0.24
112,0.2,0.24,0.24,0.25,0.23,0.22,0.2,0.19,0.2,0.21,0.2,0.2,0.21,0.22,0.32,0.31,0.36,0.3,0.3,0.27,0.27,0.24,0.25,0.26,0.25,0.24,0.25,0.25,0.25,0.23,0.21,0.22,0.21,0.2,0.2,0.21,0.24,0.23,0.27,0.31,0.28,0.26,0.25,0.23,0.24,0.24,0.24,0.25,0.23,0.23,0.23,0.22,0.21,0.21,0.2,0.2,0.21,0.19,0.19,0.19,0.21,0.25,0.28,0.26,0.23,0.23,0.23,0.22,0.2,0.22,0.21,0.22,0.22,0.22,0.2,0.22,0.2,0.21,0.2,0.19,0.19,0.2,0.22,0.23,0.24,0.27,0.27,0.23,0.23,0.24,0.24,0.23,0.23,0.24,0.23,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.19,0.18,0.2,0.19,0.22,0.24,0.23,0.22,0.22,0.23,0.22,0.21,0.22,0.22,0.23,0.23,0.22,0.21,0.21,0.2,0.21,0.2,0.17,0.17,0.22,0.27,0.34,0.36,0.33,0.29,0.26,0.24,0.24,0.24,0.25,0.26,0.25,0.26,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.22,0.2,0.21,0.34,0.43,0.34,0.33,0.26,0.25,0.24,0.22,0.24,0.24,0.24,0.25,0.24,0.23,0.23,0.21,0.21,0.21,0.21,0.2,0.19,0.2,0.25,0.25,0.29,0.33,0.27,0.23,0.24,0.24,0.25,0.26,0.25,0.26,0.25,0.24,0.24,0.24,0.22,0.22,0.21,0.22,0.21,0.24,0.23,0.33,0.39,0.33,0.32,0.26,0.24,0.22,0.21,0.2,0.22,0.24,0.23,0.24,0.21,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.21,0.25,0.24,0.23,0.32
113,0.2,0.24,0.24,0.22,0.21,0.21,0.2,0.2,0.19,0.2,0.18,0.18,0.18,0.2,0.28,0.36,0.32,0.32,0.34,0.31,0.29,0.26,0.27,0.29,0.28,0.24,0.22,0.24,0.22,0.21,0.19,0.2,0.19,0.19,0.19,0.2,0.26,0.25,0.3,0.32,0.31,0.29,0.26,0.24,0.28,0.28,0.27,0.28,0.24,0.23,0.22,0.22,0.21,0.21,0.19,0.21,0.21,0.22,0.22,0.19,0.21,0.23,0.22,0.21,0.21,0.2,0.2,0.19,0.18,0.21,0.21,0.21,0.21,0.2,0.18,0.19,0.18,0.19,0.18,0.17,0.17,0.17,0.18,0.17,0.2,0.25,0.22,0.18,0.23,0.23,0.24,0.24,0.21,0.24,0.22,0.21,0.19,0.21,0.19,0.19,0.19,0.18,0.18,0.16,0.16,0.17,0.16,0.21,0.21,0.22,0.21,0.21,0.22,0.22,0.22,0.22,0.22,0.21,0.19,0.2,0.19,0.19,0.19,0.19,0.17,0.14,0.15,0.17,0.22,0.26,0.29,0.25,0.25,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.24,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.18,0.2,0.19,0.2,0.3,0.28,0.27,0.24,0.21,0.2,0.21,0.21,0.21,0.22,0.23,0.21,0.22,0.21,0.21,0.2,0.2,0.2,0.19,0.21,0.18,0.18,0.21,0.2,0.3,0.3,0.22,0.19,0.26,0.24,0.27,0.26,0.25,0.27,0.22,0.22,0.24,0.24,0.23,0.22,0.21,0.18,0.18,0.2,0.19,0.3,0.38,0.37,0.32,0.28,0.25,0.21,0.21,0.22,0.22,0.23,0.22,0.22,0.22,0.23,0.21,0.21,0.22,0.21,0.21,0.19,0.2,0.22,0.23,0.23,0.25
114,0.18,0.2,0.21,0.19,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.2,0.23,0.22,0.22,0.22,0.22,0.22,0.19,0.22,0.23,0.22,0.2,0.19,0.21,0.19,0.19,0.18,0.19,0.18,0.17,0.17,0.17,0.21,0.21,0.27,0.26,0.21,0.2,0.19,0.21,0.22,0.21,0.22,0.22,0.2,0.2,0.2,0.19,0.19,0.18,0.17,0.18,0.18,0.19,0.19,0.18,0.19,0.2,0.2,0.19,0.18,0.2,0.19,0.18,0.17,0.19,0.19,0.19,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.17,0.17,0.19,0.2,0.19,0.17,0.19,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.16,0.14,0.14,0.16,0.19,0.2,0.24,0.21,0.19,0.18,0.18,0.19,0.2,0.21,0.22,0.21,0.22,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.28,0.26,0.23,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.19,0.18,0.25,0.24,0.19,0.18,0.21,0.21,0.21,0.21,0.22,0.22,0.21,0.2,0.2,0.2,0.19,0.19,0.18,0.17,0.16,0.18,0.18,0.27,0.33,0.29,0.27,0.23,0.21,0.2,0.19,0.18,0.18,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.16,0.16,0.17,0.19,0.21,0.21
